2008-03-25 00:03:03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 00:03:03,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 00:09:28,24509442.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 00:09:28,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 00:15:53,23716336.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 00:15:53,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 00:22:18,24230008.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 00:22:18,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 00:28:43,22803080.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 00:28:43,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 00:35:09,24285242.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 00:35:09,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 00:41:34,23795610.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 00:41:34,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 00:47:59,24292410.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 00:47:59,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 00:54:24,21124010.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 00:54:24,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 01:00:49,21170044.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 01:00:49,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 01:07:14,21119364.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 01:07:14,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 01:13:40,20642048.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 01:13:40,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 01:20:05,20822648.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 01:20:05,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 01:26:30,22661254.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 01:26:30,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 01:32:55,23918854.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 01:32:55,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 01:39:20,23675566.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 01:39:20,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 01:45:46,24009682.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 01:45:46,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 01:52:11,24597340.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 01:52:11,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 01:58:36,22605494.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 01:58:36,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 02:05:01,22830478.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 02:05:01,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 02:11:26,22765286.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 02:11:26,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 02:17:52,24423512.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 02:17:52,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 02:24:17,24943070.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 02:24:17,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 02:30:42,21312628.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 02:30:42,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 02:37:07,22351046.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 02:37:07,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 02:43:32,21413250.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 02:43:32,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 02:49:57,21251816.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 02:49:57,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 02:56:23,23028208.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 02:56:23,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 03:02:48,21122314.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 03:02:48,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 03:09:13,20768984.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 03:09:13,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 03:15:38,20674146.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 03:15:38,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 03:25:04,27283720.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 03:25:04,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 03:26:40,27763076.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 03:26:40,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 03:28:17,26529368.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 03:28:17,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 03:29:53,26775820.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 03:29:53,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 03:31:29,22969768.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 03:31:29,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 03:33:05,25556122.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 03:33:05,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 03:34:42,25030570.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 03:34:42,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
2008-03-25 03:36:18,24598776.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2008-03-25 03:36:18,11.250,33.750,56.250,78.750,101.250,123.750,146.250,168.750
