2008-03-26 00:03:58,129.000,3.000,2.000,13.000,35.000,133.000,327.000,806.000,1554.000,2817.000,4156.000,5948.000,7740.000,9220.000,9864.000,9604.000,8136.000,6626.000,4854.000,3373.000,2182.000,1433.000,797.000,563.000,355.000,249.000,251.000,481.000,38532.000,72912.000,37936.000,36624.000,2008-03-26 00:03:58,31209.615,26360.914,20025.836,15213.330,11557.158,8779.669,6669.881,5066.824,3849.052,2924.651,2221.230,1687.354,1281.589,974.407,739.616,561.499,427.196,324.326,246.697,187.166,142.399,108.585,82.391,62.389,47.625,36.195,27.622,20.479,15.716,12.382,9.049,7.144
2008-03-26 00:10:22,134.000,3.000,7.000,8.000,30.000,106.000,332.000,767.000,1494.000,2716.000,4216.000,6136.000,8028.000,9116.000,9500.000,8768.000,7516.000,5796.000,4012.000,2916.000,1833.000,1169.000,696.000,467.000,298.000,249.000,260.000,550.000,47128.000,60128.000,38456.000,34152.000,2008-03-26 00:10:22,31209.615,26360.914,20025.836,15213.330,11557.158,8779.669,6669.881,5066.824,3849.052,2924.651,2221.230,1687.354,1281.589,974.407,739.616,561.499,427.196,324.326,246.697,187.166,142.399,108.585,82.391,62.389,47.625,36.195,27.622,20.479,15.716,12.382,9.049,7.144
2008-03-26 00:16:47,443.000,56.000,171.000,750.000,2395.000,5192.000,8380.000,10404.000,10880.000,9936.000,8512.000,7452.000,6020.000,4884.000,3632.000,2590.000,1991.000,1241.000,851.000,509.000,350.000,238.000,160.000,146.000,124.000,126.000,178.000,294.000,3347.000,53912.000,39992.000,35560.000,2008-03-26 00:16:47,31209.615,26360.914,20025.836,15213.330,11557.158,8779.669,6669.881,5066.824,3849.052,2924.651,2221.230,1687.354,1281.589,974.407,739.616,561.499,427.196,324.326,246.697,187.166,142.399,108.585,82.391,62.389,47.625,36.195,27.622,20.479,15.716,12.382,9.049,7.144
2008-03-26 00:23:12,396.000,40.000,91.000,349.000,1360.000,3848.000,7572.000,10268.000,11388.000,10924.000,8864.000,7180.000,5348.000,3916.000,2725.000,1988.000,1313.000,900.000,588.000,443.000,308.000,260.000,229.000,193.000,179.000,203.000,229.000,392.000,8140.000,67472.000,36168.000,36064.000,2008-03-26 00:23:12,31209.615,26360.914,20025.836,15213.330,11557.158,8779.669,6669.881,5066.824,3849.052,2924.651,2221.230,1687.354,1281.589,974.407,739.616,561.499,427.196,324.326,246.697,187.166,142.399,108.585,82.391,62.389,47.625,36.195,27.622,20.479,15.716,12.382,9.049,7.144
2008-03-26 00:29:36,323.000,16.000,72.000,218.000,1041.000,3088.000,6264.000,8588.000,9264.000,8528.000,8048.000,7344.000,6140.000,4816.000,4020.000,3216.000,2840.000,2358.000,1977.000,1427.000,953.000,705.000,431.000,311.000,237.000,218.000,212.000,366.000,14730.000,77472.000,34640.000,36656.000,2008-03-26 00:29:36,31209.615,26360.914,20025.836,15213.330,11557.158,8779.669,6669.881,5066.824,3849.052,2924.651,2221.230,1687.354,1281.589,974.407,739.616,561.499,427.196,324.326,246.697,187.166,142.399,108.585,82.391,62.389,47.625,36.195,27.622,20.479,15.716,12.382,9.049,7.144
2008-03-26 00:36:01,166.000,1.000,7.000,25.000,100.000,357.000,1100.000,2803.000,4862.000,7536.000,8976.000,9980.000,9364.000,8032.000,6540.000,4670.000,3340.000,2223.000,1511.000,959.000,630.000,399.000,267.000,189.000,166.000,165.000,190.000,518.000,41536.000,64384.000,36928.000,34468.000,2008-03-26 00:36:01,31209.615,26360.914,20025.836,15213.330,11557.158,8779.669,6669.881,5066.824,3849.052,2924.651,2221.230,1687.354,1281.589,974.407,739.616,561.499,427.196,324.326,246.697,187.166,142.399,108.585,82.391,62.389,47.625,36.195,27.622,20.479,15.716,12.382,9.049,7.144
2008-03-26 00:42:25,131.000,7.000,8.000,11.000,50.000,169.000,521.000,1183.000,2216.000,3704.000,5552.000,6932.000,8372.000,9016.000,8920.000,8064.000,6664.000,5432.000,3860.000,2733.000,1881.000,1185.000,749.000,511.000,319.000,248.000,248.000,519.000,40768.000,68496.000,37912.000,35476.000,2008-03-26 00:42:25,31209.615,26360.914,20025.836,15213.330,11557.158,8779.669,6669.881,5066.824,3849.052,2924.651,2221.230,1687.354,1281.589,974.407,739.616,561.499,427.196,324.326,246.697,187.166,142.399,108.585,82.391,62.389,47.625,36.195,27.622,20.479,15.716,12.382,9.049,7.144
2008-03-26 00:48:50,197.000,5.000,18.000,62.000,179.000,572.000,1444.000,2945.000,4698.000,6496.000,7816.000,8236.000,8048.000,7172.000,5912.000,4440.000,3384.000,2306.000,1640.000,1062.000,663.000,414.000,277.000,184.000,174.000,138.000,194.000,605.000,54568.000,48264.000,37904.000,31776.000,2008-03-26 00:48:50,31209.615,26360.914,20025.836,15213.330,11557.158,8779.669,6669.881,5066.824,3849.052,2924.651,2221.230,1687.354,1281.589,974.407,739.616,561.499,427.196,324.326,246.697,187.166,142.399,108.585,82.391,62.389,47.625,36.195,27.622,20.479,15.716,12.382,9.049,7.144
2008-03-26 00:55:15,191.000,5.000,17.000,87.000,243.000,730.000,1772.000,2893.000,4176.000,5468.000,6612.000,6816.000,5976.000,5150.000,3918.000,2861.000,2137.000,1386.000,924.000,606.000,397.000,221.000,135.000,99.000,86.000,107.000,196.000,17645.000,88240.000,30704.000,38136.000,28120.000,2008-03-26 00:55:15,31209.615,26360.914,20025.836,15213.330,11557.158,8779.669,6669.881,5066.824,3849.052,2924.651,2221.230,1687.354,1281.589,974.407,739.616,561.499,427.196,324.326,246.697,187.166,142.399,108.585,82.391,62.389,47.625,36.195,27.622,20.479,15.716,12.382,9.049,7.144
2008-03-26 01:01:39,265.000,12.000,58.000,157.000,561.000,1422.000,3106.000,5084.000,6992.000,8172.000,8348.000,7804.000,6856.000,5388.000,4250.000,3106.000,2227.000,1588.000,965.000,618.000,444.000,241.000,220.000,128.000,128.000,132.000,154.000,502.000,46760.000,57008.000,36896.000,32448.000,2008-03-26 01:01:39,31209.615,26360.914,20025.836,15213.330,11557.158,8779.669,6669.881,5066.824,3849.052,2924.651,2221.230,1687.354,1281.589,974.407,739.616,561.499,427.196,324.326,246.697,187.166,142.399,108.585,82.391,62.389,47.625,36.195,27.622,20.479,15.716,12.382,9.049,7.144
